Topic,Source,Last Updated,Question,Answer
Vaccine Necessity,CDC,3/30/2021,Can I just wear a mask and not get vaccinated?,"Wearing masks and social distancing help reduce your chance of being exposed to the virus or spreading it to others, but these measures are not enough. Vaccines will work with your immune system so it will be ready to fight the virus if you are exposed. The combination of getting vaccinated and following recommendations to protect yourself and others will offer the best protection from COVID-19. Stopping a pandemic requires using all the tools we have available."
Vaccine Necessity,CDC,3/30/2021,Can I just wear practice social distancing and not get vaccinated?,"Wearing masks and social distancing help reduce your chance of being exposed to the virus or spreading it to others, but these measures are not enough. Vaccines will work with your immune system so it will be ready to fight the virus if you are exposed. The combination of getting vaccinated and following recommendations to protect yourself and others will offer the best protection from COVID-19. Stopping a pandemic requires using all the tools we have available."
Vaccine Necessity,CDC,3/30/2021,What is the difference between socially distancing and getting vaccinated?,"Wearing masks and social distancing help reduce your chance of being exposed to the virus or spreading it to others, but these measures are not enough. Vaccines will work with your immune system so it will be ready to fight the virus if you are exposed. The combination of getting vaccinated and following recommendations to protect yourself and others will offer the best protection from COVID-19. Stopping a pandemic requires using all the tools we have available."
Vaccine Necessity,CDC,3/30/2021,What is the difference between wearing a mask and getting vaccinated?,"Wearing masks and social distancing help reduce your chance of being exposed to the virus or spreading it to others, but these measures are not enough. Vaccines will work with your immune system so it will be ready to fight the virus if you are exposed. The combination of getting vaccinated and following recommendations to protect yourself and others will offer the best protection from COVID-19. Stopping a pandemic requires using all the tools we have available."
Vaccine Necessity,CDC,3/30/2021,"If I have already had COVID-19 and recovered, do I still need to get vaccinated with a COVID-19 vaccine?","You should be vaccinated regardless of whether you already had COVID-19. That’s because experts do not yet know how long you are protected from getting sick again after recovering from COVID-19. Even if you have already recovered from COVID-19, it is possible—although rare—that you could be infected with the virus that causes COVID-19 again. "
Vaccine Necessity,CDC,3/30/2021,Should I get vaccinated if I already had COVID?,"You should be vaccinated regardless of whether you already had COVID-19. That’s because experts do not yet know how long you are protected from getting sick again after recovering from COVID-19. Even if you have already recovered from COVID-19, it is possible—although rare—that you could be infected with the virus that causes COVID-19 again. "
Vaccine Necessity,DOH,3/31/2021,Is vaccination mandatory?,"Vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease. The COVID-19 pandemic has taken many lives, and continues to put many at risk. It has also disrupted the economy, leaving many Filipinos jobless or underemployed. With the availability of COVID-19 vaccines which can (1) prevent symptomatic infection and possibly (2) prevent severe infection and (3) prevent transmission, we have the opportunity to get ahead of the virus. However, like many vaccines being used in the past decades, the protective effect on our community is maximized only when at least 70% of the population get vaccinated. For example, if your barangay has 100,000 people, at least 70,000 should be vaccinated to ensure protection of the community. So remember, this is not just about getting you or your family vaccinated, this is about getting your barangay, city, province up for it."
Vaccine Necessity,DOH,3/31/2021,Is it required to get vaccinated?,"Vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease. The COVID-19 pandemic has taken many lives, and continues to put many at risk. It has also disrupted the economy, leaving many Filipinos jobless or underemployed. With the availability of COVID-19 vaccines which can (1) prevent symptomatic infection and possibly (2) prevent severe infection and (3) prevent transmission, we have the opportunity to get ahead of the virus. However, like many vaccines being used in the past decades, the protective effect on our community is maximized only when at least 70% of the population get vaccinated. For example, if your barangay has 100,000 people, at least 70,000 should be vaccinated to ensure protection of the community. So remember, this is not just about getting you or your family vaccinated, this is about getting your barangay, city, province up for it."
Vaccine Necessity,DOH,3/31/2021,Who needs to get vaccinated?,"Vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease. The COVID-19 pandemic has taken many lives, and continues to put many at risk. It has also disrupted the economy, leaving many Filipinos jobless or underemployed. With the availability of COVID-19 vaccines which can (1) prevent symptomatic infection and possibly (2) prevent severe infection and (3) prevent transmission, we have the opportunity to get ahead of the virus. However, like many vaccines being used in the past decades, the protective effect on our community is maximized only when at least 70% of the population get vaccinated. For example, if your barangay has 100,000 people, at least 70,000 should be vaccinated to ensure protection of the community. So remember, this is not just about getting you or your family vaccinated, this is about getting your barangay, city, province up for it."
Vaccine Necessity,DOH,3/31/2021,Do I need to get vaccinated?,"Vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease. The COVID-19 pandemic has taken many lives, and continues to put many at risk. It has also disrupted the economy, leaving many Filipinos jobless or underemployed. With the availability of COVID-19 vaccines which can (1) prevent symptomatic infection and possibly (2) prevent severe infection and (3) prevent transmission, we have the opportunity to get ahead of the virus. However, like many vaccines being used in the past decades, the protective effect on our community is maximized only when at least 70% of the population get vaccinated. For example, if your barangay has 100,000 people, at least 70,000 should be vaccinated to ensure protection of the community. So remember, this is not just about getting you or your family vaccinated, this is about getting your barangay, city, province up for it."
Vaccine Necessity,DOH,3/31/2021,Why do we need to get vaccinated for COVID-19?,"Vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease. The COVID-19 pandemic has taken many lives, and continues to put many at risk. It has also disrupted the economy, leaving many Filipinos jobless or underemployed. With the availability of COVID-19 vaccines which can (1) prevent symptomatic infection and possibly (2) prevent severe infection and (3) prevent transmission, we have the opportunity to get ahead of the virus. However, like many vaccines being used in the past decades, the protective effect on our community is maximized only when at least 70% of the population get vaccinated. For example, if your barangay has 100,000 people, at least 70,000 should be vaccinated to ensure protection of the community. So remember, this is not just about getting you or your family vaccinated, this is about getting your barangay, city, province up for it."
Vaccine Efficacy,DOH,3/30/2021,Can i get COVID-19 even after I get vaccinated?,"Yes, there's still a possibility that you can get COVID-19 after you get vaccinated. But, vaccines can protect you from getting syptomatic (mild, moderate, and severe COVID-19). Further, it can prevent hospitalization and death from the disease."
Vaccine Efficacy,DOH,3/30/2021,Why did I acquire COVID-19 even when I'm vaccinted?,You might have been exposed to the virus through the following circumstances: Within 14 days before getting your first dose; in between your first and second doses; before your body had built up the protection from the vaccine; any gap in adhering to the BIDA behaviors and minimum public health standards.
Vaccine Efficacy,WHO,3/29/2021,Will COVID-19 vaccines provide long-term protection?,"Because COVID vaccines have only been developed in the past months, it's too early to know the duration of protection of COVID-19 vaccines. Research is ongoing to answer this question. However, its encouraging that available data suggest that most people who recover from COVID-19 develop an immune response that provides at least some period of protection against reinfection although were still learning how strong this protection is, and how long it lasts."
Vaccine Efficacy,WHO,3/29/2021,Do vaccines have long-term effects?,"Because COVID vaccines have only been developed in the past months, it's too early to know the duration of protection of COVID-19 vaccines. Research is ongoing to answer this question. However, its encouraging that available data suggest that most people who recover from COVID-19 develop an immune response that provides at least some period of protection against reinfection although were still learning how strong this protection is, and how long it lasts."
Vaccine Efficacy,WHO,3/29/2021,How long does the effect of the vaccine last?,"Because COVID vaccines have only been developed in the past months, it's too early to know the duration of protection of COVID-19 vaccines. Research is ongoing to answer this question. However, its encouraging that available data suggest that most people who recover from COVID-19 develop an immune response that provides at least some period of protection against reinfection although were still learning how strong this protection is, and how long it lasts."
Vaccine Efficacy,WHO,3/29/2021,How quickly could COVID-19 vaccines stop the pandemic?,"The impact of COVID-19 vaccines on the pandemic will depend on several factors. These include the effectiveness of the vaccines; how quickly they are approved, manufactured, and delivered; the possible development of other variants and how many people get vaccinated. Whilst trials have shown several COVID-19 vaccines to have high levels of efficacy, like all other vaccines, COVID-19 vaccines will not be 100% effective. WHO is working to help ensure thatapproved vaccines are as effective as possible, so they can have the greatest impact on the pandemic."
Vaccine Efficacy,WHO,3/29/2021,What are the benefits of getting vaccinated?,"The COVID-19 vaccines produce protection against the disease, as a result of developing an immune response to the SARS-Cov-2 virus. Developing immunity through vaccination means there is a reduced risk of developing the illness and its consequences.This immunity helps you fight the virus if exposed. Getting vaccinated may also protect people around you,because if you are protected from getting infected and from disease, you are less likely to infect someone else. This is particularly important to protect people at increased risk for severe illness from COVID-19, such as healthcare providers, older or elderly adults, and people with other medical conditions."
Vaccine Efficacy,WHO,3/29/2021,Is it possible that someone vaccinated against COVID-19 will still get infected?,"While several COVID-19 vaccines appear to have high levels of efficacy, no vaccine is 100% protective. As a result, there may be a small percentage of people who do not develop protection as expected after COVID-19 vaccination. In addition to a vaccine's specific characteristics, several factors such as a person's age, their underlying health conditions or previous exposure to COVID-19 may have an impact on a vaccines effectiveness. We also do not yet know how long immunity from different COVID-19 vaccines will last. That is one reason why, even as COVID-19 vaccines start to be rolled out, we must continue using all public health measures that work, such as physical distancing, masks, and handwashing."
Vaccine Efficacy,WHO,3/29/2021,Is it possible to still get infected after being vaccinated?,"While several COVID-19 vaccines appear to have high levels of efficacy, no vaccine is 100% protective. As a result, there may be a small percentage of people who do not develop protection as expected after COVID-19 vaccination.In addition to a vaccine's specific characteristics, several factors such as a person's age, their underlying health conditions or previous exposure to COVID-19 may have an impact on a vaccines effectiveness. We also do not yet know how long immunity from different COVID-19 vaccines will last. That is one reason why, even as COVID-19 vaccines start to be rolled out, we must continue using all public health measures that work, such as physical distancing, masks, and handwashing."
Vaccine Efficacy,WHO,3/29/2021,How effective are vaccines?,"While several COVID-19 vaccines appear to have high levels of efficacy, no vaccine is 100% protective. As a result, there may be a small percentage of people who do not develop protection as expected after COVID-19 vaccination.In addition to a vaccine's specific characteristics, several factors such as a person's age, their underlying health conditions or previous exposure to COVID-19 may have an impact on a vaccines effectiveness. We also do not yet know how long immunity from different COVID-19 vaccines will last. That is one reason why, even as COVID-19 vaccines start to be rolled out, we must continue using all public health measures that work, such as physical distancing, masks, and handwashing."
Vaccine Efficacy,DOH,3/31/2021,How do vaccines prevent disease?,Vaccines mimic the virus or bacteria that causes disease and triggers the body’s creation of antibodies. These antibodies will provide protection once a person is infected with the actual disease-causing virus or bacteria.
Vaccine Distribution,WHO,3/29/2021,"As safe and effective vaccines for COVID-19 are approved, who should be the first to receive them?","WHO believes that everyone, everywhere who could benefit from safe and effective COVID-19 vaccines should have access as quickly as possible, starting with those at highest risk of serious disease or death. WHO's Strategic Advisory Group of Experts on Immunization (SAGE) has released two key documents to help guide the allocation and prioritization of populations to receive COVID-19 vaccines: The Values Framework for the allocation and prioritization of COVID-19 vaccination, which offers high-level guidance globally on the values and ethical considerations regarding allocation of COVID-19 vaccines between countries, and offers guidance nationally on the prioritization of groups for vaccination within countries while supply is limited. The Roadmap for Prioritizing Population Groups for Vaccines against COVID-19, which recommends public health strategies and target priority groups for different levels of vaccine availability and epidemiologic settings. Examples of target priority groups include frontline health and care workers at high risk of infection, older adults, and those people at high risk of death because of underlying conditions like heart disease and diabetes.In addition, WHO led the development of a Fair Allocation Framework that aims to ensure that successful COVID-19 vaccines and treatments are shared equitably across all countries. This framework a key part of the Access to COVID-19 Tools (ACT) Accelerator, a global collaboration to accelerate development, production, and equitable access to COVID-19 tests, treatments, and vaccines.The framework advises that as safe and effective COVID-19 vaccines are authorized for use, all countries should receive doses in proportion to their population size to immunize the highest-priority groups. In the second phase, vaccines would continue to be deployed to all countries so that additional populations can be covered according to national priorities."
Vaccine Distribution,WHO,3/29/2021,What is WHO doing to ensure that COVID-19 vaccines will be allocated fairly?,"WHO is one of the leaders of a global alliance known as COVAX, the vaccine pillar of the ACT-Accelerator collaboration, which is working to accelerate the development and manufacturing of COVID-19 vaccines and ensure that there is fair and equitable access to these vaccines for all countries.COVAX will allocate vaccines across countries according to a framework developed by a group that includes ethicists, scientists, and other health experts and vetted by WHOs Member States. Under this framework, COVID-19 vaccines will be rolled out in two phases. In the first phase, they will be allocated according to population size to all participating countries at the same time, so as to protect those people at greatest risk of infection and of severe disease.WHOs Strategic Advisory Group of Experts (SAGE) has provided recommendations about which populations should be prioritized first. These include frontline health and care workers at high risk of infection, older adults, and those people at high risk of death because of underlying conditions like heart disease and diabetes. In the second phase of the roll-out, as more doses are produced, vaccines can go to groups less at risk of being infected or of suffering badly.COVAX aims to provide at least 2 billion vaccine doses by the end of 2021. The Facility has achieved that goal and additionally has the possibility to increase those doses by another 1 billion as right of first refusal for several candidates in clinical trials supported by CEPI. Although these doses are not enough for everyone in all countries, it may be enough to end the acute stage of the crisis and put the world on the road to ending the pandemic."
Vaccine Distribution,WHO,3/29/2021,How is WHO helping countries prepare for COVID-19 vaccines?,"Along with accelerating COVID-19 vaccine research and helping scale up manufacturing capacity, WHO is working in close partnership with countries, regional colleagues, and other partners to develop needed policies, strengthen regulatory capacity, training courses, and guide countries in all the needed preparations for a programme to deliver COVID-19 vaccines. WHO, UNICEF, and partners are supporting countries in preparing for COVID-19 vaccine introduction.TheCountryReadiness and Delivery workstream which is part of the ACT Accelerator hasdeveloped atoolboxwithguidance, tools, and trainings.For example, WHOs Strategic Advisory Group of Experts (SAGE) has issued interim policy recommendations for the rollout of the first COVID-19 vaccine approved for emergency use, the Pfizer-BioNTech COVID-19 vaccine. These recommendations can guide and support country decision-making bodies, such as the National Immunization Technical Advisory Groups, on the optimal use of existing COVID-19 vaccines. SAGE is expected to review other vaccines in the coming months.WHO has also developed detailed technical guidance and adaptable planning tools and templates to help countries plan for COVID-19 vaccines considering the many aspects of readiness that need to be put in place. These areas include planning and implementation, data and monitoring, supply and logistics, and acceptance and demand. To support initial preparations, a vaccine introduction readiness assessment tool (VIRAT) has been developed and disseminated. It provides countries with an integrated roadmap of milestones and a framework for self-monitoring progress in preparing for vaccine introduction. This will help ensure that COVID-19 vaccines reach those in need as soon as they are available.WHO advises every country to develop a National Deployment and Vaccination Plan (NDVP) for COVID-19 vaccines. Having one plan in each country, that comprehensively describes all elements of the countrys approach to COVID-19 vaccine rollout will be crucial for a coordinated effort.Guidance on developing that planis available from WHO, including all elements that a country needs to consider."
Vaccine Distribution,WHO,3/29/2021,When will COVID-19 vaccines be ready for distribution?,"The first COVID-19 vaccines have already begun to be introduced in countries. Before COVID-19 vaccines can be delivered: The vaccines must be proven safe and effective in large (phase III) clinical trials. Some COVID-19 vaccine candidates have completed their phase III trials, andmany other potential vaccines are being developed.Independent reviews of the efficacy and safety evidence is required for each vaccine candidate, including regulatory review and approval in the country where the vaccine is manufactured, before WHO considers a vaccine candidate forprequalification. Part of this process also involves theGlobal Advisory Committee on Vaccine Safety. In addition to review of the data for regulatory purposes, the evidence must also be reviewed for the purpose of policy recommendations on how the vaccines should be used.An external panel of expertsconvened by WHO, called the Strategic Advisory Group of Experts on Immunization (SAGE), analyzes the results from clinical trials, along with evidence on the disease, age groups affected, risk factors for disease, programmatic use, and other information. SAGE then recommends whether and how the vaccines should be used. Officials in individual countries decide whether to approve the vaccines for national use and develop policies for how to use the vaccines in their country based on the WHO recommendations. The vaccines must be manufactured in large quantities, which is a major and unprecedented challenge all the while continuing to produce all the other important life-saving vaccines already in use. As a final step, all approved vaccines will require distribution through a complex logistical process, with rigorous stock management and temperature control.WHO is working with partners aroundthe world to accelerate every step of this process, while also ensuring the highest safety standards are met. "
Vaccine Distribution,WHO,3/29/2021,Who should be excluded from receiving COVID-19 vaccines?,"Medical professionals can best advise individuals on whether or not they should receive a COVID-19 vaccine. However, based on available evidence, people with the following health conditions should generally be excluded from COVID-19 vaccination in order to avoid possible adverse effects: If you have a history of severe allergic reactions to any ingredients of the COVID-19 vaccine. If you are currently sick or experiencing symptoms of COVID-19, though you can get vaccinated once your primary symptoms have resolved. Further research is needed to determine the safety and efficacy of different COVID-19 vaccines in certain population groups. In addition to the general recommendations above, each vaccine may have specific considerations for specific populations and health conditions."
Vaccine Distribution,DOH,3/31/2021,What can I do while waiting for the arrival of vaccines?,"The public should scrutinize and carefully evaluate information about COVID-19 and COVID-19 vaccination found online. Make it a habit to fact-check and verify from reputable sources. Continue observing minimum public health standards to prevent the spread of the virus. Report any fake news to KIRA (Katuwang na Impormasyon para sa Responsableng Aksyon): m.me/OfficalDOHgov. For further information regarding vaccines for COVID-19 in the Philippines, you may visit https://doh.gov.ph/vaccines."
Vaccine Distribution,DOH,3/31/2021,Who will get the vaccines first?,"Frontline health workers, senior citizens, indigent population, and uniformed personnel are the priority groups to be vaccinated."
Vaccine Distribution,DOH,3/31/2021,Who is the priority?,"Frontline health workers, senior citizens, indigent population, and uniformed personnel are the priority groups to be vaccinated."
Vaccine Distribution,DOH,3/31/2021,Am I included in the priority list?,"Frontline health workers, senior citizens, indigent population, and uniformed personnel are the priority groups to be vaccinated."
Vaccine Distribution,DOH,3/31/2021,Why will the prioritized groups get the vaccine first?,"With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity."
Vaccine Distribution,DOH,3/31/2021,Why are they the priority?,"With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity."
Vaccine Distribution,DOH,3/31/2021,"If I am not part of the priority group, how will I get access to the vaccine?","The government is continuing negotiations to ensure adequate vaccine supply for all Filipinos, including those not in the priority groups."
Vaccine Distribution,DOH,3/31/2021,Where can I get vaccinated?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. Please wait for specific instructions and announcements from your mayor or governor. With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity."
Vaccine Distribution,DOH,3/31/2021,When can I get vaccinated?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. Please wait for specific instructions and announcements from your mayor or governor. With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity."
Vaccine Distribution,DOH,3/31/2021,Where can I purchase COVID vaccines?,"The national government is working in partnership with our local governments to get the vaccines to you. Your local government unit will arrange for the registration and scheduling of vaccination. Please wait for specific instructions and announcements from your mayor or governor. With the initial limited supply, frontline health workers and uniformed personnel are prioritized since they have higher risk of exposure while on duty and to allow them to continue fulfilling their duties in both the public and private sectors. Vulnerable groups such as the elderly and the indigent population, are prioritized guided by the principle of equity."
Vaccine Distribution,CNN,3/31/2021,How many vaccines will arrive in the Philippines?,"For more information on the COVID-19 vaccine deliveries and rollout in the Philippines, please visit the following website: https://www.cnnphilippines.com/news/2021/3/25/TIMELINE-COVID-19-vaccines-deliveries-rollout-Philippines.html"
Vaccine Distribution,CNN,3/31/2021,When will vaccines arrive in the Philippines?,"For more information on the COVID-19 vaccine deliveries and rollout in the Philippines, please visit the following website: https://www.cnnphilippines.com/news/2021/3/25/TIMELINE-COVID-19-vaccines-deliveries-rollout-Philippines.html"
Vaccine Distribution,CNN,3/31/2021,When will vaccines get here?,"For more information on the COVID-19 vaccine deliveries and rollout in the Philippines, please visit the following website: https://www.cnnphilippines.com/news/2021/3/25/TIMELINE-COVID-19-vaccines-deliveries-rollout-Philippines.html"
Vaccine Development,WHO,3/29/2021,How is the research and development process being accelerated without compromising safety?,"WHO and its partners are committed to accelerating the development of COVID-19 vaccines while maintaining the highest standards on safety. In the past, vaccines have been developed through a series of steps that can take many years. Now, given the urgent need for COVID-19 vaccines, unprecedented financial investments and scientific collaborations are changing how vaccines are developed. This means that some of the steps in the research and development process have been happening in parallel, while still maintaining strict clinical and safety standards. For example, some clinical trials are evaluating multiple vaccines at the same time. However, this does not make the studies any less rigorous."
Vaccine Development,WHO,3/29/2021,How are vaccines being developed?,"WHO and its partners are committed to accelerating the development of COVID-19 vaccines while maintaining the highest standards on safety. In the past, vaccines have been developed through a series of steps that can take many years. Now, given the urgent need for COVID-19 vaccines, unprecedented financial investments and scientific collaborations are changing how vaccines are developed. This means that some of the steps in the research and development process have been happening in parallel, while still maintaining strict clinical and safety standards. For example, some clinical trials are evaluating multiple vaccines at the same time. However, this does not make the studies any less rigorous."
Vaccine Development,WHO,3/29/2021,What are human challenge studies? What is WHOs view on these studies?,"In a regular vaccine study, one group of volunteers at risk for a disease is given an experimental vaccine, and another group is not; researchers monitor both groups over time and compare outcomes to see if the vaccine is safe and effective. In a human challenge vaccine study, healthy volunteers are given an experimental vaccine, and then deliberately exposed to the organism causing the disease to see if the vaccine works. Some scientists believe that this approach could accelerate COVID-19 vaccine development, in part because it would require far fewer volunteers than a typical study. However, there are important ethical considerations that must be addressed particularly for a new disease like COVID-19, which we do not yet fully understand and are still learning how to treat; it may be difficult for the medical community and potential volunteers to properly estimate the potential risks of participating in a COVID-19 human challenge study. "
Vaccine Development,WHO,3/29/2021,What are human challenge studies? ,"In a regular vaccine study, one group of volunteers at risk for a disease is given an experimental vaccine, and another group is not; researchers monitor both groups over time and compare outcomes to see if the vaccine is safe and effective. In a human challenge vaccine study, healthy volunteers are given an experimental vaccine, and then deliberately exposed to the organism causing the disease to see if the vaccine works. Some scientists believe that this approach could accelerate COVID-19 vaccine development, in part because it would require far fewer volunteers than a typical study. However, there are important ethical considerations that must be addressed particularly for a new disease like COVID-19, which we do not yet fully understand and are still learning how to treat; it may be difficult for the medical community and potential volunteers to properly estimate the potential risks of participating in a COVID-19 human challenge study. "
Vaccine Development,WHO,3/29/2021,Who should participate in clinical trials for COVID-19 vaccines?,"Small (phase I) safety studies of COVID-19 vaccines should enroll healthy adult volunteers. Larger (phase II and III) studies should include volunteers that reflect the populations for whom the vaccines are intended. This means enrolling people from diverse geographic areas, racial and ethnic backgrounds, genders, and ages, as well as those with underlying health conditions that put them at higher risk for COVID-19. Including these groups in clinical trials is the only way to make sure that a vaccine will be safe and effective for everyone who needs it."
Vaccine Development,WHO,3/29/2021,How do I volunteer for a COVID-19 vaccine trial?,"Opportunities to volunteer for a COVID-19 vaccine trial vary from country to country. If you are interested in volunteering, check with local health officials or research institutions."
Vaccine Development,WHO,3/29/2021,What types of COVID-19 vaccines are being developed? How would they work?,"Scientists around the world are developing many potential vaccines for COVID-19. These vaccines are all designed to teach the body's immune system to safely recognize and block the virus that causes COVID-19. Several different types of potential vaccines for COVID-19 are in development, including: Inactivated or weakened virus vaccines, which use a form of the virus that has been inactivated or weakened so it doesn't cause disease, but still generates an immune response. Protein-based vaccines, which use harmless fragments of proteins or protein shells that mimic the COVID-19 virus to safely generate an immune response. Viral vector vaccines, which use a safe virus that cannot cause disease but serves as a platform to produce coronavirus proteins to generate an immune response. RNA and DNA vaccines, a cutting-edge approach that uses genetically engineered RNA or DNA to generate a protein that itself safely prompts an immune response."
Vaccine Development,WHO,3/29/2021,What types of COVID-19 vaccines are being developed?,"Scientists around the world are developing many potential vaccines for COVID-19. These vaccines are all designed to teach the body's immune system to safely recognize and block the virus that causes COVID-19. Several different types of potential vaccines for COVID-19 are in development, including: Inactivated or weakened virus vaccines, which use a form of the virus that has been inactivated or weakened so it doesn't cause disease, but still generates an immune response. Protein-based vaccines, which use harmless fragments of proteins or protein shells that mimic the COVID-19 virus to safely generate an immune response. Viral vector vaccines, which use a safe virus that cannot cause disease but serves as a platform to produce coronavirus proteins to generate an immune response. RNA and DNA vaccines, a cutting-edge approach that uses genetically engineered RNA or DNA to generate a protein that itself safely prompts an immune response."
Vaccine Brands,DOH,3/31/2021,What vaccines for COVID-19 have been given Emergency Use Authorization (EUA) by the Philippine Food and Drug Administration?,The COVID-19 vaccine Coronavac (SInovac) is the third vaccine that was able to secure an EUA from the Philippine FDA. The other two vaccines to have secured an EUA are the Pfizer BioNTech and Oxford AstraZeneca COVID-19 vaccines.
Vaccine Brands,DOH,3/31/2021,When did the Philippine FDA give an EUA to CoronVac (Sinovac)?,"The Philippine FDA gave CoronaVac (SinoVac) an EUA last February 22, 2021."
Vaccine Brands,DOH,3/31/2021,Which countries aside from the Philippines have an EUA for CoronoVac (SinoVac) COVID-19 vaccine?,"As of Feb 11, 2021, China, Brazil, Indoneisa, Turkey, and Brazil have EUA approvals for CoronaVac (SinoVac)."
Vaccine Brands,DOH,3/31/2021,Is SinoVac safe?,"Based on the analysis done by the Philippine FDA which experts have agreed on, the satefy profile of CoronaVac (SinoVac) is good for clinically healthy individuals from age 18 to 59 years old. Possible adverse events are mild to moderate, and there is a low chance of allergy or anaphylaxis."
Vaccine Brands,DOH,4/1/2021,Is SinoVac dangerous?,"Based on the analysis done by the Philippine FDA which experts have agreed on, the satefy profile of CoronaVac (SinoVac) is good for clinically healthy individuals from age 18 to 59 years old. Possible adverse events are mild to moderate, and there is a low chance of allergy or anaphylaxis."
Vaccine Brands,DOH,3/31/2021,Is SinoVac effective?,"Based on its clinical trial, CoronaVac (SinoVac) is 50% effective in preventing mild symptoms, 78% effective in preventing moderate symptoms, and 100% efffective in preventing severe symptoms."
Vaccine Brands,DOH,3/31/2021,Is SinoVac effective for health workers?,"While the FDA mentioned that CoronaVac (SinoVac) is not ideal for healthcare workers, experts from the National Immunization Technical Advisory Group (NITAG) and DOH Technical Advisory Group (TAG) reviewed the data. After evaluation, the experts agreed that the CoronaVac (SinoVac) vaccine is beneficial for healthcare workers after considering the overall data and evidence."
Vaccine Brands,DOH,3/31/2021,Can healthcare workers refuse the CoronaVac (SinoVac) vaccine?,Healthcare workers may refuse vaccination. Their status in the priority list will not change as well should they refuse to get the CoronaVac (SinoVac) vaccine.
Vaccine Brands,DOH,3/31/2021,Who should get COVID-19 Vaccine AstraZeneca?,Only persons aged 18 or older may receive COVID-19 Vaccine AstraZeneca.
Vaccine Brands,DOH,3/31/2021,Who should NOT get COVID-19 Vaccine AstraZeneca?,"Do not get the vaccine if you: Had a severe allergic reaction after receiving the first dose of this vaccine, Had a severe allergic reaction to any of its ingredients, Are below 18 years of age"
Vaccine Brands,DOH,3/31/2021,Who cannot get COVID-19 Vaccine AstraZeneca?,"Do not get the vaccine if you: Had a severe allergic reaction after receiving the first dose of this vaccine, Had a severe allergic reaction to any of its ingredients, Are below 18 years of age"
Vaccine Brands,DOH,3/31/2021,Who should not get vaccinated?,"Do not get the vaccine if you: Had a severe allergic reaction after receiving the first dose of this vaccine, Had a severe allergic reaction to any of its ingredients, Are below 18 years of age"
Vaccine Brands,DOH,3/31/2021,Can I receive COVID-19 Vaccine AstraZeneca if I have other medical conditions?,"If you are immunocompromised, have another acute illness or autoimmune condition, or if you are a person living with HIV, consult your healthcare provider for options."
Vaccine Brands,DOH,3/31/2021,Can I receive COVID-19 Vaccine AstraZeneca if I am pregnant or breastfeeding?,"If you are pregnant or breastfeeding, consult your healthcare provider for your options."
Vaccine Brands,DOH,3/31/2021,Will COVID-19 Vaccine AstraZeneca give me COVID-19?,COVID-19 Vaccine AstraZeneca does not contain SARS-CoV-2 or any of its components and cannot give you COVID-19. 
Vaccine Brands,DOH,3/31/2021,Do I need to get tested before receiving COVID-19 Vaccine AstraZeneca?,"You do not need to get tested before getting COVID-19 vaccination. You only need to wear your face mask, face shield, and stay 1 at least meter away from others when you get vaccinated."
Vaccine Brands,DOH,3/31/2021,What should I tell my provider before getting COVID-19 Vaccine AstraZeneca?,"Before getting vaccinated, remember to tell your vaccination provider all your medical conditions, such as if you: Have any allergies, are immunocompromised or use medicines affecting your immune system, are pregnant or plan to become pregnant, are breastfeeding, have a fever, have bleeding disorders or use blood thinners, have received a different COVID-19 vaccine. Providers will only schedule recipients for vaccination after complete health screening."
Vaccine Brands,DOH,3/31/2021,What should I do before getting vaccinated?,"Before getting vaccinated, remember to tell your vaccination provider all your medical conditions, such as if you: Have any allergies, are immunocompromised or use medicines affecting your immune system, are pregnant or plan to become pregnant, are breastfeeding, have a fever, have bleeding disorders or use blood thinners, have received a different COVID-19 vaccine. Providers will only schedule recipients for vaccination after complete health screening."
Vaccine Brands,DOH,3/31/2021,What are the benefits of COVID-19 Vaccine AstraZeneca?,Studies have shown that COVID-19 Vaccine AstraZeneca can prevent symptomatic COVID-19 for persons aged 18 and older. Experts continue to monitor its safety for persons more than 56 years of age and long-term protection as more clinical trials finish.
